,CWD_Status,Case_ID,Province,Sex,Species
93,Positive,83,Alberta,Female,Mule Deer
94,Positive,84,Alberta,Male,White-tailed Deer
95,Positive,88,Alberta,Male,Mule Deer
96,Positive,89,Alberta,Male,Mule Deer
97,Positive,90,Alberta,Male,Mule Deer
98,Positive,91,Alberta,Male,Mule Deer
99,Positive,92,Alberta,Male,Mule Deer
100,Positive,93,Alberta,Male,Mule Deer
101,Positive,94,Alberta,Male,Mule Deer
102,Negative,30014,Saskatchewan,Male,Mule Deer
103,Negative,30015,Saskatchewan,Female,Mule Deer
104,Negative,30017,Saskatchewan,Male,Mule Deer
105,Negative,30018,Saskatchewan,Female,Mule Deer
106,Negative,30019,Saskatchewan,Female,Mule Deer
107,Negative,30020,Saskatchewan,Female,Mule Deer
108,Negative,30021,Saskatchewan,Female,Mule Deer
109,Negative,30022,Saskatchewan,Female,Mule Deer
110,Negative,30023,Saskatchewan,Female,Mule Deer
111,Negative,30024,Saskatchewan,Female,Mule Deer
112,Negative,30025,Saskatchewan,Male,Mule Deer
113,Negative,30026,Saskatchewan,Female,Mule Deer
114,Negative,30027,Saskatchewan,Female,Mule Deer
115,Negative,30028,Saskatchewan,Female,Mule Deer
116,Negative,30029,Saskatchewan,Female,Mule Deer
117,Negative,30030,Saskatchewan,Female,Mule Deer
118,Negative,30031,Saskatchewan,Female,Mule Deer
119,Negative,30032,Saskatchewan,Female,Mule Deer
120,Negative,30033,Saskatchewan,Female,Mule Deer
121,Negative,30034,Saskatchewan,Female,Mule Deer
122,Negative,30035,Saskatchewan,Female,Mule Deer
123,Negative,30036,Saskatchewan,Female,Mule Deer
124,Negative,30037,Saskatchewan,Female,Mule Deer
125,Negative,30038,Saskatchewan,Female,Mule Deer
126,Negative,30039,Saskatchewan,Female,Mule Deer
127,Negative,30040,Saskatchewan,Male,Mule Deer
128,Negative,30041,Saskatchewan,Female,Mule Deer
129,Negative,30042,Saskatchewan,Female,Mule Deer
130,Negative,30043,Saskatchewan,Female,Mule Deer
131,Negative,30044,Saskatchewan,Female,Mule Deer
132,Negative,30045,Saskatchewan,Female,Mule Deer
133,Negative,30046,Saskatchewan,Female,Mule Deer
134,Negative,30047,Saskatchewan,Female,Mule Deer
135,Negative,30049,Saskatchewan,Female,Mule Deer
136,Negative,30050,Saskatchewan,Female,Mule Deer
137,Negative,30051,Saskatchewan,Male,Mule Deer
138,Negative,30052,Saskatchewan,Female,Mule Deer
139,Negative,30053,Saskatchewan,Female,Mule Deer
140,Negative,30054,Saskatchewan,Female,Mule Deer
141,Negative,30055,Saskatchewan,Female,Mule Deer
142,Negative,30056,Saskatchewan,Male,Mule Deer
143,Negative,30057,Saskatchewan,Female,Mule Deer
144,Negative,30058,Saskatchewan,Female,Mule Deer
145,Negative,30059,Saskatchewan,Male,Mule Deer
146,Negative,30060,Saskatchewan,Female,Mule Deer
147,Negative,30061,Saskatchewan,Female,Mule Deer
148,Negative,30062,Saskatchewan,Female,Mule Deer
149,Negative,30063,Saskatchewan,Female,Mule Deer
150,Negative,30064,Saskatchewan,Female,Mule Deer
151,Negative,30065,Saskatchewan,Female,Mule Deer
152,Negative,30066,Saskatchewan,Female,Mule Deer
153,Negative,30067,Saskatchewan,Female,Mule Deer
154,Negative,30068,Saskatchewan,Female,Mule Deer
155,Negative,30069,Saskatchewan,Female,Mule Deer
156,Negative,30070,Saskatchewan,Female,Mule Deer
157,Negative,30071,Saskatchewan,Female,Mule Deer
158,Negative,30072,Saskatchewan,Female,Mule Deer
159,Negative,30073,Saskatchewan,Female,Mule Deer
160,Negative,30074,Saskatchewan,Female,Mule Deer
161,Negative,30075,Saskatchewan,Female,Mule Deer
162,Negative,30076,Saskatchewan,Female,Mule Deer
163,Negative,30077,Saskatchewan,Female,Mule Deer
164,Negative,30078,Saskatchewan,Female,Mule Deer
165,Negative,30079,Saskatchewan,Female,Mule Deer
166,Negative,30080,Saskatchewan,Female,Mule Deer
167,Negative,30081,Saskatchewan,Female,Mule Deer
168,Negative,30082,Saskatchewan,Female,Mule Deer
169,Negative,30083,Saskatchewan,Female,Mule Deer
170,Negative,30084,Saskatchewan,Female,Mule Deer
171,Negative,30085,Saskatchewan,Female,Mule Deer
172,Negative,30086,Saskatchewan,Female,Mule Deer
173,Negative,30087,Saskatchewan,Female,Mule Deer
174,Negative,30088,Saskatchewan,Female,Mule Deer
175,Negative,30089,Saskatchewan,Male,Mule Deer
176,Negative,30090,Saskatchewan,Female,Mule Deer
177,Negative,30091,Saskatchewan,Female,Mule Deer
178,Negative,30092,Saskatchewan,Female,Mule Deer
179,Negative,30093,Saskatchewan,Female,Mule Deer
180,Negative,30094,Saskatchewan,Female,Mule Deer
181,Negative,30095,Saskatchewan,Female,Mule Deer
182,Negative,30096,Saskatchewan,Male,Mule Deer
183,Negative,30097,Saskatchewan,Female,Mule Deer
184,Negative,30098,Saskatchewan,Female,Mule Deer
185,Negative,30099,Saskatchewan,Female,Mule Deer
186,Negative,30100,Saskatchewan,Female,Mule Deer
187,Negative,30101,Saskatchewan,Male,Mule Deer
188,Negative,30102,Saskatchewan,Female,Mule Deer
189,Negative,30103,Saskatchewan,Female,Mule Deer
190,Negative,30104,Saskatchewan,Male,Mule Deer
191,Negative,30105,Saskatchewan,Female,Mule Deer
192,Negative,30106,Saskatchewan,Male,Mule Deer
193,Negative,30107,Saskatchewan,Female,Mule Deer
194,Negative,30108,Saskatchewan,Female,Mule Deer
195,Negative,30109,Saskatchewan,Female,Mule Deer
196,Negative,30110,Saskatchewan,Female,Mule Deer
197,Negative,30111,Saskatchewan,Female,Mule Deer
198,Negative,30112,Saskatchewan,Female,Mule Deer
199,Negative,30113,Saskatchewan,Female,Mule Deer
200,Negative,30114,Saskatchewan,Male,Mule Deer
201,Negative,30115,Saskatchewan,Female,Mule Deer
202,Negative,30116,Saskatchewan,Female,Mule Deer
203,Negative,30117,Saskatchewan,Female,Mule Deer
204,Negative,30118,Saskatchewan,Female,Mule Deer
205,Negative,30119,Saskatchewan,Female,Mule Deer
206,Negative,30120,Saskatchewan,Female,Mule Deer
207,Negative,30121,Saskatchewan,Female,Mule Deer
208,Negative,30122,Saskatchewan,Female,Mule Deer
209,Negative,30123,Saskatchewan,Female,Mule Deer
210,Negative,30124,Saskatchewan,Female,Mule Deer
211,Negative,30125,Saskatchewan,Male,Mule Deer
212,Negative,30126,Saskatchewan,Female,Mule Deer
213,Negative,30127,Saskatchewan,Male,Mule Deer
214,Negative,30128,Saskatchewan,Female,Mule Deer
215,Negative,30129,Saskatchewan,Female,Mule Deer
216,Negative,30130,Saskatchewan,Female,Mule Deer
217,Negative,30131,Saskatchewan,Male,Mule Deer
218,Negative,30132,Saskatchewan,Female,Mule Deer
219,Negative,30133,Saskatchewan,Female,Mule Deer
220,Negative,30134,Saskatchewan,Female,Mule Deer
221,Negative,30135,Saskatchewan,Female,Mule Deer
222,Negative,30136,Saskatchewan,Female,Mule Deer
223,Negative,30137,Saskatchewan,Female,Mule Deer
224,Negative,30138,Saskatchewan,Female,Mule Deer
225,Negative,30139,Saskatchewan,Male,Mule Deer
226,Negative,30140,Saskatchewan,Female,Mule Deer
227,Negative,30141,Saskatchewan,Male,Mule Deer
228,Negative,30142,Saskatchewan,Male,Mule Deer
229,Negative,30143,Saskatchewan,Female,Mule Deer
230,Negative,30144,Saskatchewan,Female,Mule Deer
231,Negative,30145,Saskatchewan,Female,Mule Deer
232,Negative,30146,Saskatchewan,Female,Mule Deer
233,Negative,30147,Saskatchewan,Female,Mule Deer
234,Negative,30148,Saskatchewan,Female,Mule Deer
235,Negative,30149,Saskatchewan,Female,Mule Deer
236,Negative,30150,Saskatchewan,Female,Mule Deer
237,Negative,30151,Saskatchewan,Female,Mule Deer
238,Negative,30152,Saskatchewan,Female,Mule Deer
239,Negative,30153,Saskatchewan,Female,Mule Deer
240,Negative,30154,Saskatchewan,Male,Mule Deer
241,Negative,30155,Saskatchewan,Female,Mule Deer
242,Negative,30156,Saskatchewan,Female,Mule Deer
243,Negative,30157,Saskatchewan,Female,Mule Deer
244,Negative,30158,Saskatchewan,Female,Mule Deer
245,Negative,30159,Saskatchewan,Male,Mule Deer
246,Negative,30160,Saskatchewan,Female,Mule Deer
247,Negative,30161,Saskatchewan,Male,Mule Deer
248,Negative,30162,Saskatchewan,Female,Mule Deer
249,Negative,30163,Saskatchewan,Female,Mule Deer
250,Negative,30164,Saskatchewan,Female,Mule Deer
251,Negative,30165,Saskatchewan,Female,Mule Deer
252,Negative,30166,Saskatchewan,Female,Mule Deer
253,Negative,30167,Saskatchewan,Female,Mule Deer
254,Negative,30168,Saskatchewan,Female,Mule Deer
255,Negative,30169,Saskatchewan,Female,Mule Deer
256,Negative,30170,Saskatchewan,Female,Mule Deer
257,Negative,30171,Saskatchewan,Female,Mule Deer
258,Negative,30172,Saskatchewan,Female,Mule Deer
259,Negative,30173,Saskatchewan,Female,Mule Deer
260,Negative,30174,Saskatchewan,Female,Mule Deer
261,Negative,30175,Saskatchewan,Female,Mule Deer
262,Negative,30176,Saskatchewan,Female,Mule Deer
263,Negative,30177,Saskatchewan,Female,Mule Deer
264,Negative,30178,Saskatchewan,Female,Mule Deer
265,Negative,30179,Saskatchewan,Male,Mule Deer
266,Negative,30180,Saskatchewan,Female,Mule Deer
267,Negative,30181,Saskatchewan,Male,Mule Deer
268,Negative,30182,Saskatchewan,Female,Mule Deer
269,Negative,30183,Saskatchewan,Male,Mule Deer
270,Negative,30184,Saskatchewan,Male,Mule Deer
271,Negative,30185,Saskatchewan,Male,Mule Deer
272,Negative,30186,Saskatchewan,Female,Mule Deer
273,Negative,30187,Saskatchewan,Female,Mule Deer
274,Negative,30188,Saskatchewan,Female,Mule Deer
275,Negative,30189,Saskatchewan,Female,Mule Deer
276,Negative,30190,Saskatchewan,Female,Mule Deer
277,Negative,30191,Saskatchewan,Female,Mule Deer
278,Negative,30192,Saskatchewan,Female,Mule Deer
279,Negative,30193,Saskatchewan,Female,Mule Deer
280,Negative,30194,Saskatchewan,Male,Mule Deer
281,Negative,30195,Saskatchewan,Female,Mule Deer
282,Negative,30196,Saskatchewan,Female,Mule Deer
283,Negative,30197,Saskatchewan,Female,Mule Deer
284,Negative,30198,Saskatchewan,Female,Mule Deer
285,Negative,30199,Saskatchewan,Female,Mule Deer
286,Negative,30200,Saskatchewan,Male,Mule Deer
287,Negative,30201,Saskatchewan,Male,Mule Deer
288,Negative,30202,Saskatchewan,Male,Mule Deer
289,Negative,30203,Saskatchewan,Female,Mule Deer
290,Negative,30204,Saskatchewan,Male,Mule Deer
291,Negative,30205,Saskatchewan,Female,Mule Deer
292,Negative,30206,Saskatchewan,Female,Mule Deer
293,Negative,30207,Saskatchewan,Female,Mule Deer
294,Negative,30208,Saskatchewan,Female,Mule Deer
295,Negative,30209,Saskatchewan,Female,Mule Deer
296,Negative,30210,Saskatchewan,Female,Mule Deer
297,Negative,30211,Saskatchewan,Female,Mule Deer
298,Negative,30212,Saskatchewan,Male,Mule Deer
299,Negative,30213,Saskatchewan,Male,Mule Deer
300,Negative,30214,Saskatchewan,Male,Mule Deer
301,Negative,30215,Saskatchewan,Male,Mule Deer
302,Negative,30216,Saskatchewan,Male,Mule Deer
303,Negative,30217,Saskatchewan,Male,Mule Deer
304,Negative,30218,Saskatchewan,Male,Mule Deer
305,Negative,30219,Saskatchewan,Male,Mule Deer
306,Negative,30220,Saskatchewan,Male,Mule Deer
307,Negative,30221,Saskatchewan,Female,Mule Deer
308,Negative,30222,Saskatchewan,Female,Mule Deer
309,Negative,30223,Saskatchewan,Female,Mule Deer
310,Negative,30224,Saskatchewan,Female,Mule Deer
311,Negative,30225,Saskatchewan,Female,Mule Deer
312,Negative,30227,Saskatchewan,Male,Mule Deer
313,Negative,30228,Saskatchewan,Male,Mule Deer
314,Negative,30229,Saskatchewan,Male,Mule Deer
315,Negative,30230,Saskatchewan,Male,Mule Deer
316,Negative,30231,Saskatchewan,Female,Mule Deer
317,Negative,30232,Saskatchewan,Female,Mule Deer
318,Negative,30233,Saskatchewan,Female,Mule Deer
319,Negative,30234,Saskatchewan,Female,Mule Deer
320,Negative,30235,Saskatchewan,Female,Mule Deer
321,Negative,30236,Saskatchewan,Female,Mule Deer
322,Negative,30237,Saskatchewan,Male,Mule Deer
323,Negative,30238,Saskatchewan,Male,Mule Deer
324,Negative,30239,Saskatchewan,Female,Mule Deer
325,Negative,30240,Saskatchewan,Female,Mule Deer
326,Negative,30241,Saskatchewan,Male,Mule Deer
327,Negative,30242,Saskatchewan,Female,Mule Deer
328,Negative,30243,Saskatchewan,Male,Mule Deer
329,Negative,30244,Saskatchewan,Female,Mule Deer
330,Negative,30245,Saskatchewan,Male,Mule Deer
331,Negative,30246,Saskatchewan,Male,Mule Deer
332,Negative,30247,Saskatchewan,Male,Mule Deer
333,Negative,30248,Saskatchewan,Female,Mule Deer
334,Negative,30249,Saskatchewan,Female,Mule Deer
335,Negative,30250,Saskatchewan,Female,Mule Deer
336,Negative,30252,Saskatchewan,Female,Mule Deer
337,Negative,30253,Saskatchewan,Male,Mule Deer
338,Negative,30254,Saskatchewan,Female,Mule Deer
339,Negative,30255,Saskatchewan,Female,Mule Deer
340,Negative,30256,Saskatchewan,Female,Mule Deer
341,Negative,30257,Saskatchewan,Female,Mule Deer
342,Negative,30258,Saskatchewan,Male,Mule Deer
343,Negative,30259,Saskatchewan,Male,Mule Deer
344,Negative,30260,Saskatchewan,Male,Mule Deer
345,Negative,30261,Saskatchewan,Female,Mule Deer
346,Negative,30262,Saskatchewan,Female,Mule Deer
347,Negative,30263,Saskatchewan,Female,Mule Deer
348,Negative,30264,Saskatchewan,Female,Mule Deer
349,Negative,30265,Saskatchewan,Female,Mule Deer
350,Negative,30266,Saskatchewan,Female,Mule Deer
351,Negative,30267,Saskatchewan,Female,Mule Deer
352,Negative,30268,Saskatchewan,Female,Mule Deer
353,Negative,30269,Saskatchewan,Male,Mule Deer
354,Negative,30270,Saskatchewan,Female,Mule Deer
355,Negative,30271,Saskatchewan,Female,Mule Deer
356,Negative,30272,Saskatchewan,Female,Mule Deer
357,Negative,30273,Saskatchewan,Female,Mule Deer
358,Negative,30274,Saskatchewan,Female,Mule Deer
359,Negative,30275,Saskatchewan,Female,Mule Deer
360,Negative,30276,Saskatchewan,Female,Mule Deer
361,Negative,30277,Saskatchewan,Female,Mule Deer
362,Negative,30278,Saskatchewan,Female,Mule Deer
363,Negative,30279,Saskatchewan,Female,Mule Deer
364,Negative,30280,Saskatchewan,Female,Mule Deer
365,Negative,30281,Saskatchewan,Female,Mule Deer
366,Negative,30282,Saskatchewan,Female,Mule Deer
367,Negative,30283,Saskatchewan,Female,Mule Deer
368,Negative,30284,Saskatchewan,Female,Mule Deer
369,Negative,30285,Saskatchewan,Female,Mule Deer
370,Negative,30286,Saskatchewan,Female,Mule Deer
371,Negative,30287,Saskatchewan,Male,Mule Deer
372,Negative,30288,Saskatchewan,Female,Mule Deer
373,Negative,30289,Saskatchewan,Female,Mule Deer
374,Negative,30290,Saskatchewan,Female,Mule Deer
375,Negative,30291,Saskatchewan,Female,Mule Deer
376,Negative,30292,Saskatchewan,Female,Mule Deer
377,Negative,30293,Saskatchewan,Female,Mule Deer
378,Negative,30294,Saskatchewan,Female,Mule Deer
379,Negative,30295,Saskatchewan,Female,Mule Deer
380,Negative,30296,Saskatchewan,Female,Mule Deer
381,Negative,30297,Saskatchewan,Female,Mule Deer
382,Negative,30298,Saskatchewan,Female,Mule Deer
383,Negative,30299,Saskatchewan,Female,Mule Deer
384,Negative,30300,Saskatchewan,Female,Mule Deer
385,Negative,30301,Saskatchewan,Female,Mule Deer
386,Negative,30302,Saskatchewan,Female,Mule Deer
387,Negative,30303,Saskatchewan,Male,Mule Deer
388,Negative,30304,Saskatchewan,Female,Mule Deer
389,Negative,30305,Saskatchewan,Male,Mule Deer
390,Negative,30306,Saskatchewan,Female,Mule Deer
391,Negative,30307,Saskatchewan,Female,Mule Deer
392,Negative,30308,Saskatchewan,Male,Mule Deer
393,Negative,30309,Saskatchewan,Male,Mule Deer
394,Negative,30310,Saskatchewan,Female,Mule Deer
395,Negative,30311,Saskatchewan,Female,Mule Deer
396,Negative,30312,Saskatchewan,Female,Mule Deer
397,Negative,30313,Saskatchewan,Female,Mule Deer
398,Negative,30314,Saskatchewan,Male,Mule Deer
399,Negative,30315,Saskatchewan,Female,Mule Deer
400,Negative,30316,Saskatchewan,Female,Mule Deer
401,Negative,30317,Saskatchewan,Female,Mule Deer
402,Negative,30318,Saskatchewan,Male,Mule Deer
403,Negative,30319,Saskatchewan,Female,Mule Deer
404,Negative,30320,Saskatchewan,Female,Mule Deer
405,Negative,30321,Saskatchewan,Male,Mule Deer
406,Negative,30322,Saskatchewan,Female,Mule Deer
407,Negative,30323,Saskatchewan,Male,Mule Deer
408,Negative,30324,Saskatchewan,Female,Mule Deer
409,Negative,30325,Saskatchewan,Female,Mule Deer
410,Negative,30326,Saskatchewan,Female,Mule Deer
411,Negative,30327,Saskatchewan,Female,Mule Deer
412,Negative,30328,Saskatchewan,Female,Mule Deer
413,Negative,30329,Saskatchewan,Female,Mule Deer
414,Negative,30330,Saskatchewan,Female,Mule Deer
415,Negative,30331,Saskatchewan,Male,Mule Deer
416,Negative,30332,Saskatchewan,Female,Mule Deer
417,Negative,30333,Saskatchewan,Female,Mule Deer
418,Negative,30334,Saskatchewan,Female,Mule Deer
419,Negative,30335,Saskatchewan,Male,Mule Deer
420,Negative,30336,Saskatchewan,Female,Mule Deer
421,Negative,30344,Saskatchewan,Female,White-tailed Deer
422,Negative,30345,Saskatchewan,Female,White-tailed Deer
423,Negative,30346,Saskatchewan,Female,White-tailed Deer
424,Negative,30347,Saskatchewan,Female,White-tailed Deer
425,Negative,30348,Saskatchewan,Female,White-tailed Deer
426,Negative,30349,Saskatchewan,Female,White-tailed Deer
427,Negative,30350,Saskatchewan,Male,White-tailed Deer
428,Negative,30351,Saskatchewan,Male,White-tailed Deer
429,Negative,30352,Saskatchewan,Female,White-tailed Deer
430,Negative,30353,Saskatchewan,Female,White-tailed Deer
431,Negative,30354,Saskatchewan,Male,White-tailed Deer
432,Negative,30355,Saskatchewan,Female,White-tailed Deer
433,Negative,30356,Saskatchewan,Female,White-tailed Deer
434,Negative,30357,Saskatchewan,Female,White-tailed Deer
435,Negative,30358,Saskatchewan,Female,White-tailed Deer
436,Negative,30359,Saskatchewan,Male,White-tailed Deer
437,Negative,30360,Saskatchewan,Female,White-tailed Deer
438,Negative,30361,Saskatchewan,Female,White-tailed Deer
439,Negative,30362,Saskatchewan,Female,White-tailed Deer
440,Negative,30363,Saskatchewan,Female,White-tailed Deer
441,Negative,30364,Saskatchewan,Female,White-tailed Deer
442,Negative,30365,Saskatchewan,Female,White-tailed Deer
443,Negative,30366,Saskatchewan,Female,White-tailed Deer
444,Negative,30367,Saskatchewan,Female,White-tailed Deer
445,Negative,30368,Saskatchewan,Male,White-tailed Deer
446,Negative,30369,Saskatchewan,Female,White-tailed Deer
447,Negative,30370,Saskatchewan,Female,White-tailed Deer
448,Negative,30371,Saskatchewan,Female,White-tailed Deer
449,Negative,30372,Saskatchewan,Female,White-tailed Deer
450,Negative,30373,Saskatchewan,Female,White-tailed Deer
451,Negative,30374,Saskatchewan,Female,White-tailed Deer
452,Negative,30375,Saskatchewan,Female,White-tailed Deer
453,Negative,30376,Saskatchewan,Male,White-tailed Deer
454,Negative,30377,Saskatchewan,Female,White-tailed Deer
455,Negative,30378,Saskatchewan,Female,White-tailed Deer
456,Negative,30379,Saskatchewan,Female,White-tailed Deer
457,Negative,30380,Saskatchewan,Female,White-tailed Deer
458,Negative,30381,Saskatchewan,Female,White-tailed Deer
459,Negative,30382,Saskatchewan,Female,White-tailed Deer
460,Negative,30383,Saskatchewan,Male,White-tailed Deer
461,Negative,30384,Saskatchewan,Male,White-tailed Deer
462,Negative,30386,Saskatchewan,Female,White-tailed Deer
463,Negative,30387,Saskatchewan,Male,White-tailed Deer
464,Negative,30388,Saskatchewan,Male,White-tailed Deer
465,Negative,30389,Saskatchewan,Male,White-tailed Deer
466,Negative,30390,Saskatchewan,Female,White-tailed Deer
467,Negative,30391,Saskatchewan,Female,White-tailed Deer
468,Negative,30392,Saskatchewan,Male,White-tailed Deer
469,Negative,30393,Saskatchewan,Female,White-tailed Deer
470,Negative,30394,Saskatchewan,Female,White-tailed Deer
471,Negative,30395,Saskatchewan,Female,White-tailed Deer
472,Negative,30396,Saskatchewan,Female,White-tailed Deer
473,Negative,30397,Saskatchewan,Female,White-tailed Deer
474,Negative,30398,Saskatchewan,Female,White-tailed Deer
475,Negative,30399,Saskatchewan,Male,White-tailed Deer
476,Negative,30400,Saskatchewan,Male,White-tailed Deer
477,Negative,30401,Saskatchewan,Female,White-tailed Deer
478,Negative,30402,Saskatchewan,Female,White-tailed Deer
479,Negative,30403,Saskatchewan,Female,White-tailed Deer
480,Negative,30404,Saskatchewan,Female,White-tailed Deer
481,Negative,30405,Saskatchewan,Female,White-tailed Deer
482,Negative,30406,Saskatchewan,Female,White-tailed Deer
483,Negative,30407,Saskatchewan,Female,White-tailed Deer
484,Negative,30408,Saskatchewan,Female,White-tailed Deer
485,Negative,30409,Saskatchewan,Female,White-tailed Deer
486,Negative,30410,Saskatchewan,Male,White-tailed Deer
487,Negative,30411,Saskatchewan,Male,White-tailed Deer
488,Negative,30412,Saskatchewan,Female,White-tailed Deer
489,Negative,30413,Saskatchewan,Female,White-tailed Deer
490,Negative,30414,Saskatchewan,Female,White-tailed Deer
491,Negative,30415,Saskatchewan,Female,White-tailed Deer
492,Negative,30416,Saskatchewan,Female,White-tailed Deer
493,Negative,30417,Saskatchewan,Female,White-tailed Deer
494,Negative,30418,Saskatchewan,Female,White-tailed Deer
495,Negative,30419,Saskatchewan,Female,White-tailed Deer
496,Negative,30420,Saskatchewan,Female,White-tailed Deer
497,Negative,30421,Saskatchewan,Female,White-tailed Deer
498,Negative,30422,Saskatchewan,Female,White-tailed Deer
499,Negative,30423,Saskatchewan,Female,White-tailed Deer
500,Negative,30424,Saskatchewan,Male,White-tailed Deer
501,Negative,30425,Saskatchewan,Female,White-tailed Deer
502,Negative,30426,Saskatchewan,Female,White-tailed Deer
503,Negative,30427,Saskatchewan,Male,White-tailed Deer
504,Negative,30428,Saskatchewan,Female,White-tailed Deer
505,Negative,30429,Saskatchewan,Female,White-tailed Deer
506,Negative,30430,Saskatchewan,Female,White-tailed Deer
507,Negative,30431,Saskatchewan,Male,White-tailed Deer
508,Negative,30432,Saskatchewan,Female,White-tailed Deer
509,Negative,30433,Saskatchewan,Female,White-tailed Deer
510,Negative,30434,Saskatchewan,Female,White-tailed Deer
511,Negative,30435,Saskatchewan,Female,White-tailed Deer
512,Negative,30436,Saskatchewan,Female,White-tailed Deer
513,Negative,30437,Saskatchewan,Female,White-tailed Deer
514,Negative,30438,Saskatchewan,Female,White-tailed Deer
515,Negative,30439,Saskatchewan,Female,White-tailed Deer
516,Negative,30440,Saskatchewan,Female,White-tailed Deer
517,Negative,30441,Saskatchewan,Female,White-tailed Deer
518,Negative,30442,Saskatchewan,Female,White-tailed Deer
519,Negative,30443,Saskatchewan,Female,White-tailed Deer
520,Negative,30444,Saskatchewan,Female,White-tailed Deer
521,Negative,30445,Saskatchewan,Female,White-tailed Deer
522,Negative,30446,Saskatchewan,Female,White-tailed Deer
523,Negative,30447,Saskatchewan,Female,White-tailed Deer
524,Negative,30448,Saskatchewan,Male,White-tailed Deer
525,Negative,30449,Saskatchewan,Female,White-tailed Deer
526,Negative,30450,Saskatchewan,Female,White-tailed Deer
527,Negative,30451,Saskatchewan,Male,White-tailed Deer
528,Negative,30452,Saskatchewan,Female,White-tailed Deer
529,Negative,30453,Saskatchewan,Male,White-tailed Deer
530,Negative,30454,Saskatchewan,Female,White-tailed Deer
531,Negative,33256,Saskatchewan,Female,Mule Deer
532,Negative,33257,Saskatchewan,Female,Mule Deer
533,Negative,33258,Saskatchewan,Female,Mule Deer
534,Negative,33259,Saskatchewan,Female,Mule Deer
535,Negative,33260,Saskatchewan,Male,Mule Deer
536,Negative,33261,Saskatchewan,Female,Mule Deer
537,Negative,33262,Saskatchewan,Female,Mule Deer
538,Negative,33263,Saskatchewan,Male,Mule Deer
539,Negative,33264,Saskatchewan,Female,Mule Deer
540,Negative,33265,Saskatchewan,Female,Mule Deer
541,Negative,33266,Saskatchewan,Female,Mule Deer
542,Negative,33267,Saskatchewan,Female,Mule Deer
543,Negative,33273,Saskatchewan,Male,White-tailed Deer
544,Negative,33274,Saskatchewan,Female,White-tailed Deer
545,Negative,33275,Saskatchewan,Female,White-tailed Deer
546,Negative,707,Alberta,Female,Mule Deer
547,Negative,708,Alberta,Female,Mule Deer
548,Negative,2136,Alberta,Female,Mule Deer
549,Negative,2137,Alberta,Female,Mule Deer
550,Negative,2138,Alberta,Female,Mule Deer
551,Negative,2139,Alberta,Female,Mule Deer
552,Negative,10547,Alberta,Female,White-tailed Deer
553,Negative,10548,Alberta,Female,White-tailed Deer
554,Negative,10549,Alberta,Female,White-tailed Deer
555,Negative,13474,Alberta,Male,Mule Deer
556,Negative,14556,Alberta,Male,Mule Deer
557,Negative,14557,Alberta,Male,Mule Deer
558,Negative,19356,Alberta,Male,White-tailed Deer
559,Negative,709,Alberta,Female,Mule Deer
560,Negative,710,Alberta,Female,Mule Deer
561,Negative,711,Alberta,Female,Mule Deer
562,Negative,712,Alberta,Female,Mule Deer
563,Negative,713,Alberta,Female,Mule Deer
564,Negative,714,Alberta,Female,Mule Deer
565,Negative,2140,Alberta,Female,Mule Deer
566,Negative,2141,Alberta,Female,Mule Deer
567,Negative,2142,Alberta,Female,Mule Deer
568,Negative,2143,Alberta,Female,Mule Deer
569,Negative,2144,Alberta,Female,Mule Deer
570,Negative,2145,Alberta,Female,Mule Deer
571,Negative,2146,Alberta,Female,Mule Deer
572,Negative,8720,Alberta,Female,White-tailed Deer
573,Negative,10550,Alberta,Female,White-tailed Deer
574,Negative,10551,Alberta,Female,White-tailed Deer
575,Negative,10552,Alberta,Female,White-tailed Deer
576,Negative,10553,Alberta,Female,White-tailed Deer
577,Negative,13475,Alberta,Male,Mule Deer
578,Negative,13476,Alberta,Male,Mule Deer
579,Negative,13477,Alberta,Male,Mule Deer
580,Negative,13478,Alberta,Male,Mule Deer
581,Negative,14558,Alberta,Male,Mule Deer
582,Negative,19357,Alberta,Male,White-tailed Deer
583,Negative,19358,Alberta,Male,White-tailed Deer
584,Negative,19359,Alberta,Male,White-tailed Deer
585,Negative,19988,Alberta,Male,White-tailed Deer
586,Negative,3150,Alberta,Female,Mule Deer
587,Negative,10953,Alberta,Female,White-tailed Deer
588,Negative,14697,Alberta,Male,Mule Deer
589,Negative,10954,Alberta,Female,White-tailed Deer
590,Negative,14728,Alberta,Male,Mule Deer
591,Negative,10644,Alberta,Female,White-tailed Deer
592,Negative,20060,Alberta,Male,White-tailed Deer
593,Negative,11008,Alberta,Female,White-tailed Deer
594,Negative,11005,Alberta,Female,White-tailed Deer
595,Negative,11030,Alberta,Female,White-tailed Deer
596,Negative,3186,Alberta,Female,Mule Deer
597,Negative,15180,Alberta,Male,Mule Deer
598,Negative,2371,Alberta,Female,Mule Deer
599,Negative,2372,Alberta,Female,Mule Deer
600,Negative,20395,Alberta,Male,White-tailed Deer
601,Negative,11004,Alberta,Female,White-tailed Deer
602,Negative,15179,Alberta,Male,Mule Deer
603,Negative,2376,Alberta,Female,Mule Deer
604,Negative,20380,Alberta,Male,White-tailed Deer
605,Negative,20372,Alberta,Male,White-tailed Deer
606,Negative,15322,Alberta,Male,Mule Deer
607,Negative,20384,Alberta,Male,White-tailed Deer
